Code,Area,Housing_Average,Housing_Median,CC_w_MSOA,BC_w_MSOA,crime_rate,NOx_index,Num_Schools_MSOA,E02000001,percent_green_blue,AVERAGE_AGE
E02000680,Lewisham 028,474572.5,396512.5,5.355826087,37196501.81,84.0,96.0,5,9141.886679,48.49325199,70.321026235
E02000681,Lewisham 029,388545.25,374937.5,5.113970588,25905352.0,72.0,91.0,5,10003.0759,53.80448037,86.76545594000001
E02000682,Lewisham 030,377061.25,395612.5,4.905243902,19468836.12,91.0,86.0,4,11008.70437,41.33734409,79.654485856
E02000683,Lewisham 031,306295.0,305618.75,4.658738739,21597046.85,55.0,84.0,1,12767.80209,42.67317703,69.55167793999999
E02000685,Lewisham 033,440648.25,416500.0,5.248888889,17604931.24,74.0,93.0,4,9781.934882,42.08984025,68.07210841999999
E02000686,Lewisham 034,311363.25,293625.0,5.017007299,39786551.12,85.0,87.0,6,11320.33431,53.80448037,77.74807497500001
E02000687,Lewisham 035,489929.5,433375.0,5.149568966,31488819.59,67.0,91.0,2,10346.59236,42.08984025,91.291105552
E02000689,Merton 001,897960.0,858625.0,5.200705882,36656622.89,60.0,95.0,1,11638.19213,42.34794964,91.77619449400001
E02000690,Merton 002,2214443.0,1637500.0,4.930855615,24172654.08,65.0,83.0,5,13626.05051,76.91143531,73.9087158025
E02000691,Merton 003,844506.25,627537.5,5.043658537,38678254.76,107.0,97.0,3,12469.4554,42.34794964,96.83836917599999
E02000692,Merton 004,1278401.75,817181.25,4.934130435,29146211.51,66.0,95.0,6,13406.09774,76.91143531,77.410277538
E02000693,Merton 005,461107.5,423500.0,5.070382514,35564072.29,70.0,100.0,2,12174.54073,31.52511379,86.652537394
E02000694,Merton 006,675871.25,652175.0,5.021666667,23680844.06,48.0,98.0,2,12525.77604,35.98333606,97.335815586
E02000695,Merton 007,512988.25,523125.0,5.158452381,64648818.0,58.0,90.0,2,11692.33431,28.84560873,99.45672088
E02000696,Merton 008,390729.75,388718.75,5.03615942,18892551.14,55.0,90.0,0,12255.62657,31.52511379,72.03320278599999
E02000697,Merton 009,646738.5,578558.75,4.921401869,34809022.27,96.0,103.0,4,13359.46477,26.42013132,93.222219382
E02000698,Merton 010,1151697.75,997937.5,4.668787879,26282882.6,32.0,88.0,7,15091.9567,41.12764485,88.365225358
E02000699,Merton 011,649720.0,589856.25,4.761818182,31590117.7,38.0,95.0,2,14275.32735,33.65407886,98.87070492000001
E02000700,Merton 012,357605.5,351500.0,4.947142857,16926763.81,54.0,93.0,2,13262.23055,34.17828555,58.200178791999996
E02000701,Merton 013,361001.25,360593.75,4.992386364,52800516.27,71.0,101.0,4,12608.89386,31.01269389,76.32818610199999
E02000702,Merton 014,347511.75,336875.0,4.951689189,21319256.14,56.0,93.0,2,13023.29555,31.01269389,63.52309199
E02000703,Merton 015,667233.5,626250.0,4.755384615,30943531.76,48.0,92.0,5,14195.34127,46.48429849,88.580084516
E02000704,Merton 016,535606.25,492500.0,4.633145161,54093845.89,80.0,95.0,3,15410.19164,33.65407886,84.552014398
E02000705,Merton 017,397351.25,405625.0,4.933137255,13026621.08,50.0,88.0,2,12587.72269,41.64126866,80.786856812
E02000706,Merton 018,318353.75,306500.0,4.881329114,17865294.91,83.0,93.0,6,13330.87041,55.39003589,62.392438434
E02000707,Merton 019,351234.25,368750.0,4.786666667,4443290.06,74.0,87.0,3,13356.40003,62.14684126,68.45694856200001
E02000708,Merton 020,484735.75,487625.0,4.460594059,45464020.76,51.0,90.0,3,16428.22685,44.51519615,87.689587026
E02000709,Merton 021,508962.5,517625.0,4.536557377,10846785.03,28.0,82.0,2,15552.56925,53.92298368,82.889758262
E02000710,Merton 022,323560.5,296750.0,4.673212268,58383922.88,84.0,90.0,6,14215.8025,52.21905848,71.63948917
E02000711,Merton 023,369123.75,364187.5,4.653269231,30334008.51,81.0,98.0,5,14724.57299,48.57572887,79.43686900200001
E02000712,Merton 024,381293.75,379562.5,4.498205128,8162741.378,58.0,85.0,3,15679.5046,48.57572887,82.879686252
E02000713,Merton 025,414182.75,420687.5,4.367866667,23080146.13,33.0,81.0,2,16791.30599,47.23183596,84.329094574
E02000714,Newham 001,428860.0,402812.5,4.987319588,11137475.36,73.0,97.0,3,9018.528971,37.43613276,90.81719765
E02000715,Newham 002,330962.75,350312.5,4.611568627,151246073.9,73.0,105.0,3,11374.16615,56.49859984,95.7577867225
E02000716,Newham 003,382952.0,325937.5,4.766666667,153948021.8,91.0,90.0,0,10615.00687,45.89784892,98.5730620275
E02000717,Newham 004,361256.0,352837.75,4.755102041,124890546.3,79.0,103.0,6,10579.98282,45.89784892,98.0298268625
E02000718,Newham 005,262662.0,262125.0,4.569479167,11413685.15,61.0,110.0,1,11408.65456,56.49859984,75.8473579175
E02000719,Newham 006,366888.75,347975.0,5.1378,10155147.15,85.0,96.0,7,8273.227777,37.43613276,83.66079300999999
E02000720,Newham 007,558654.75,513468.75,4.955641026,77848083.74,68.0,99.0,3,9486.248258,30.72181252,118.00440115
E02000721,Newham 008,406908.5,353625.0,5.03359375,87171133.48,102.0,98.0,4,8892.922365,19.72310942,107.979113732
E02000722,Newham 009,411389.25,404250.0,5.222957746,112920584.4,88.0,107.0,3,7981.841707,30.72181252,90.35493337
E02000723,Newham 010,377521.75,398250.0,4.741016949,8264893.627,63.0,93.0,3,10446.68362,31.48192846,114.20461284000001
E02000724,Newham 011,358953.25,384625.0,4.838387097,5233878.935,52.0,91.0,4,9879.014803,20.34778151,114.7333987
E02000725,Newham 012,379417.75,372350.0,5.333955224,117515703.5,260.0,121.0,9,7272.666825,27.8502324,67.50666644
E02000726,Newham 013,440189.75,426406.25,5.293450714,62943671.03,299.0,103.0,4,6441.958012,27.8502324,43.856695112
E02000727,Newham 014,326680.75,322750.0,4.914923077,13806003.6,79.0,102.0,3,9362.355455,20.34778151,110.3775364125
E02000728,Newham 015,352195.75,379062.5,4.647727273,2843618.864,55.0,103.0,1,10997.63934,43.21976756,107.07480688599999
E02000729,Newham 016,449433.0,470250.0,5.122,12906260.77,64.0,94.0,1,8156.504583,43.13371586,104.12693662000001
E02000730,Newham 017,404960.25,403125.0,5.004693878,16343502.41,80.0,96.0,4,8784.235886,19.72310942,112.58417925
E02000731,Newham 018,339987.75,356875.0,4.813013699,105841798.4,157.0,106.0,2,10178.66541,29.7585142,110.2941495
E02000732,Newham 019,336018.75,335422.0,4.912941176,24644479.99,77.0,93.0,2,9558.524756,27.90880476,93.37536964750001
E02000733,Newham 020,331956.75,323375.0,5.254693878,8993649.483,71.0,108.0,4,7261.654409,43.13371586,68.670453946
E02000734,Newham 021,339996.25,337118.75,5.137439024,9241328.915,67.0,102.0,1,7894.659693,30.55343527,71.1798637275
E02000735,Newham 022,350144.5,349062.5,5.058933333,52873289.01,95.0,94.0,3,8715.671707,30.55343527,96.1382127825
E02000736,Newham 023,313727.25,328125.0,4.524935338,79622472.05,74.0,122.0,2,11209.49418,43.21976756,89.522043908
E02000737,Newham 024,333771.25,357287.5,4.750707071,57994440.71,83.0,94.0,4,10373.7634,29.7585142,92.562653746
E02000738,Newham 025,361001.5,370375.0,4.9525,158252985.8,70.0,95.0,1,9501.192141,27.90880476,109.387246425
E02000739,Newham 026,323891.75,344548.75,5.158888889,42597717.97,78.0,102.0,2,8212.172829,33.92838798,83.0895405975
E02000740,Newham 027,321821.75,323125.0,5.267446809,5016182.56,66.0,95.0,3,7018.03881,35.37071011,65.25566741
E02000741,Newham 028,343133.0,350900.0,5.083571429,62093885.88,87.0,100.0,3,8837.758476,33.92838798,105.7911930625
E02000742,Newham 029,318578.0,328750.0,4.711375,10923988.99,64.0,119.0,2,9990.258485,48.59351193,91.8202437675
E02000743,Newham 030,362483.0,344562.5,5.31662069,101035974.0,101.0,118.0,4,7527.256883,35.37071011,62.8730718675
E02000744,Newham 031,363429.75,376500.0,5.239035088,52792172.19,77.0,138.0,3,8196.0943,32.8855989,92.0408278825
E02000745,Newham 032,322855.25,322750.0,4.924438776,14607404.69,65.0,127.0,0,9389.031583,42.22546064,48.856738803999995
E02000746,Newham 033,394975.75,396112.5,4.45826206,10851886.5,162.0,93.0,2,11638.16163,46.97185215,29.9884427825
E02000747,Newham 034,398104.25,388000.5,5.263803419,19707331.29,77.0,111.0,3,7130.510176,32.8855989,48.22840582714286
E02000748,Newham 035,311957.5,313750.0,4.760180505,6203566.523,83.0,96.0,3,10016.66775,46.97185215,35.763993485
E02000749,Newham 036,344720.25,354000.0,5.045846774,11626908.39,119.0,101.0,5,8566.824309,42.22546064,50.861435396000005
E02000750,Newham 037,503651.25,447809.5,4.767254237,6415650.464,75.0,90.0,3,9715.714079,52.83207768,35.884091305
E02000751,Redbridge 001,641126.5,555500.0,4.2592,9293386.668,51.0,81.0,7,13868.37121,59.18635333,74.17953426714287
E02000752,Redbridge 002,356453.25,348625.0,3.571039604,6436804.663,83.0,67.0,3,18681.53759,71.08332763,66.5359585375
E02000753,Redbridge 003,361949.5,342937.5,3.628932039,1238448.816,56.0,71.0,1,17032.38906,71.08332763,65.331017745
E02000754,Redbridge 004,482454.5,502750.0,4.203333333,2991937.386,56.0,80.0,0,14094.35142,59.81050918,81.4685559875
E02000755,Redbridge 005,407596.5,404375.0,4.196830986,4024704.556,71.0,96.0,2,14168.48069,59.81050918,72.87646163333334
E02000756,Redbridge 006,437875.75,420812.0,3.89941704,11650791.94,67.0,75.0,4,15490.08342,45.3210977,68.38556385000001
E02000757,Redbridge 007,500774.0,441725.0,4.533446328,21934585.54,83.0,106.0,6,12131.36717,42.70709764,77.27854201714285
E02000758,Redbridge 008,452530.5,457812.5,4.197682927,14358845.78,47.0,81.0,3,13848.60961,47.7147738,74.2859016875
E02000759,Redbridge 009,503327.0,478750.0,4.37944642,36474267.46,63.0,117.0,3,12599.18503,42.70709764,81.90500212714286
E02000760,Redbridge 010,385470.75,403875.0,4.09699115,19237848.7,71.0,81.0,3,14489.40909,47.7147738,71.49552976
E02000762,Redbridge 012,458639.25,507124.5,4.311052632,54853735.83,49.0,90.0,1,13288.35942,31.64652131,84.0552276725
E02000763,Redbridge 013,361445.75,377875.0,4.015547945,26098671.4,59.0,71.0,3,16534.80382,78.48399337,74.307269235
E02000764,Redbridge 014,528535.25,439250.0,4.745775401,24176002.75,65.0,97.0,4,10940.66531,52.32836601,80.07757093428572
E02000765,Redbridge 015,420756.25,456875.0,4.262916667,28362858.65,71.0,93.0,2,13482.09704,31.64652131,82.2827228825
E02000767,Redbridge 017,393176.0,419250.0,4.184299065,18767393.8,77.0,88.0,2,14043.2668,78.48399337,76.0649150025
E02000768,Redbridge 018,754040.75,709687.5,4.679626866,15474326.56,67.0,108.0,2,11117.97829,81.5694693,85.9342544975
E02000769,Redbridge 019,329436.5,353125.0,3.870487805,21822323.61,60.0,82.0,5,16401.65689,31.9013251,62.18127449625
E02000770,Redbridge 020,372960.5,419250.0,4.144935065,19779596.0,47.0,87.0,2,14605.85676,39.51029596,90.35417175250001
E02000772,Redbridge 022,373708.0,409375.0,3.981666667,39483124.51,98.0,82.0,6,15558.93505,36.54153931,86.643747045
E02000773,Redbridge 023,376461.75,381687.5,4.274148936,52926042.31,53.0,93.0,3,13523.29228,39.51029596,80.8079425825
E02000774,Redbridge 024,378451.75,406000.0,4.137272727,100482951.2,70.0,82.0,2,14576.07926,36.54153931,109.770978325
E02000776,Redbridge 026,418411.25,427625.0,4.350652174,21983066.67,67.0,88.0,8,12928.29077,45.87011602,106.519341885
E02000777,Redbridge 027,614699.0,653000.0,4.75908046,15155474.94,81.0,87.0,1,10141.45674,81.5694693,89.4864135775
E02000779,Redbridge 029,288979.75,239685.75,4.436,24257642.08,142.0,109.0,2,12010.18449,45.87011602,108.205921245
E02000780,Redbridge 030,315001.25,319375.0,4.329130435,65093875.91,146.0,96.0,4,12911.00392,25.28795667,97.6980707375
E02000781,Redbridge 031,416520.25,422250.0,4.194836066,54482337.02,61.0,84.0,6,13838.78465,43.86314717,90.88180708428571
E02000782,Redbridge 032,305955.5,334125.0,4.41483871,57085653.94,103.0,124.0,1,12054.40686,37.36367629,81.961387418
E02000783,Redbridge 033,325024.25,336875.0,4.366551724,4907693.747,63.0,91.0,2,12430.01613,37.36367629,75.84498918
E02000784,Richmond upon Thames 001,1424729.75,1315000.0,4.95122093,2558585.878,62.0,100.0,8,10821.12788,64.73753887,92.73553474
E02000785,Richmond upon Thames 002,962962.5,862750.0,4.846794258,43646741.86,63.0,88.0,7,15043.20073,65.46155872,97.58840297500001
E02000786,Richmond upon Thames 003,1027059.5,865375.0,5.103738318,62081014.5,69.0,103.0,3,12093.22694,49.8794071,90.77958699285715
E02000787,Richmond upon Thames 004,679732.25,599000.0,4.847460317,50948379.13,62.0,98.0,3,14135.47531,65.46155872,78.62411040714287
E02000788,Richmond upon Thames 005,916677.25,917000.0,5.012837838,96282541.91,48.0,99.0,4,13378.40516,82.45289217,100.575929618
E02000789,Richmond upon Thames 006,918976.75,712875.0,4.757966102,64258846.02,62.0,87.0,5,15055.21781,60.38948448,87.76447034499999
E02000790,Richmond upon Thames 007,869354.75,795000.0,4.455229358,37366250.74,46.0,95.0,2,17107.81951,39.36326084,98.32149803
E02000791,Richmond upon Thames 008,1304128.0,824375.0,4.66512605,52395266.84,164.0,102.0,3,15895.3482,60.38948448,97.100291285
E02000792,Richmond upon Thames 009,891878.0,689687.5,4.471100917,42724515.58,38.0,88.0,1,16891.9456,55.06635345,91.55799163750001
E02000793,Richmond upon Thames 010,474856.5,474368.75,4.079504132,15060558.36,50.0,87.0,3,19717.69185,39.29574048,82.31147066999999
E02000794,Richmond upon Thames 011,732688.5,598750.0,4.288153846,31863942.14,57.0,94.0,0,18470.8536,39.36326084,84.7998167825
E02000795,Richmond upon Thames 012,1329734.0,1168937.5,4.43522243,11763820.38,52.0,80.0,5,15308.42865,86.66927114,86.3467796175
E02000796,Richmond upon Thames 013,496384.25,498750.0,3.960353535,16977594.43,56.0,87.0,4,20787.1465,48.26795369,79.28546983833333
E02000797,Richmond upon Thames 014,648310.5,581875.0,4.267615385,44918505.69,90.0,92.0,3,18340.22276,55.06635345,93.7232397725
E02000798,Richmond upon Thames 015,566542.5,555250.0,4.042113402,23538520.7,55.0,84.0,3,20321.46277,62.13376962,84.67106284285714
E02000799,Richmond upon Thames 016,681759.5,526437.5,4.137894737,17732661.95,38.0,84.0,9,19120.35293,45.38501885,79.6447753425
E02000800,Richmond upon Thames 017,583567.25,567187.5,4.204056604,1695715.151,54.0,77.0,2,17981.40296,86.66927114,67.85730497333333
E02000801,Richmond upon Thames 018,715760.75,679362.5,4.061647059,28012063.04,37.0,85.0,3,19380.44572,50.79460387,87.7289730575
E02000802,Richmond upon Thames 019,655392.25,584187.5,3.936422764,23635889.92,44.0,83.0,1,20647.19697,50.79460387,83.57364645
E02000803,Richmond upon Thames 020,494658.75,414747.5,3.692978723,4954034.55,56.0,78.0,10,21900.62669,49.65559719,56.38317317166667
E02000804,Richmond upon Thames 021,700748.25,626250.0,4.013533835,30532498.93,60.0,75.0,2,20045.76642,72.95656585,85.30280832
E02000805,Richmond upon Thames 022,738821.0,630937.5,4.068176101,28858524.94,51.0,79.0,5,18972.23802,60.77518396,71.34749067666667
E02000806,Richmond upon Thames 023,666035.75,587875.0,3.712705314,4782433.932,47.0,75.0,10,21425.85696,78.57150973,81.96449972166666
E02000807,Southwark 001,555190.5,539762.75,5.745306122,2405302.888,54.0,104.0,3,3665.179396,48.3941655,36.743873504
E02000808,Southwark 002,1137694.0,844687.5,6.369302326,36018586.66,336.0,147.0,4,1236.530277,23.50873212,51.020212074
E02000809,Southwark 003,1276221.25,938750.0,6.288607595,127218858.4,151.0,131.0,1,1748.376982,23.23250863,41.15549330625
E02000810,Southwark 004,482948.75,506237.5,6.271698113,120203595.4,100.0,122.0,5,2523.210586,38.3561962,50.54292785
E02000812,Southwark 006,681930.0,655000.0,6.354351145,114948698.8,100.0,134.0,8,1933.961251,29.67006769,61.214599068333335
E02000813,Southwark 007,517367.75,488556.25,6.09283237,86599766.77,120.0,115.0,3,3427.451496,48.3941655,57.298769502000006
E02000814,Southwark 008,556423.0,541875.0,5.729860465,9071126.526,72.0,99.0,2,4205.743164,58.28947495,39.634794294
E02000815,Southwark 009,548713.25,482250.0,6.423137255,203603372.8,185.0,153.0,0,2085.790715,29.67006769,64.6640879725
E02000816,Southwark 010,425734.75,400625.0,6.178861386,26207468.91,92.0,119.0,3,3283.05113,26.2808033,48.58567884
E02000817,Southwark 011,420888.75,405612.5,6.066153846,20409344.46,86.0,110.0,4,3681.624673,38.3561962,43.4471975725
E02000818,Southwark 012,546468.0,518081.25,6.320743802,83423097.95,121.0,139.0,7,2687.323973,20.9719094,73.75897728
E02000819,Southwark 013,425318.75,387125.0,6.246408451,44734483.01,99.0,137.0,2,3022.411258,26.2808033,63.672067896
E02000820,Southwark 014,548811.5,489062.5,6.293333333,78579890.14,85.0,132.0,2,3100.561354,33.53129684,64.747724335
E02000821,Southwark 015,516432.75,506250.0,6.258947368,141704632.5,123.0,120.0,3,3325.249849,49.87082014,64.546218192
E02000822,Southwark 016,466472.5,450000.0,6.267857143,21060390.39,93.0,119.0,3,3220.520271,49.87082014,73.225905534
E02000823,Southwark 017,560845.75,493750.0,6.233504274,49710365.8,97.0,132.0,2,3592.366825,33.53129684,71.192616478
E02000824,Southwark 018,398133.5,391968.75,6.119375,90991730.27,97.0,113.0,6,4177.654881,20.25736041,65.870387936
E02000825,Southwark 019,337232.25,331562.5,6.115755396,13783275.94,76.0,113.0,2,4187.533569,22.07884765,33.633697749999996
E02000826,Southwark 020,418005.0,390249.5,6.179280576,11407353.26,83.0,115.0,3,4226.826292,29.80871882,70.785789172
E02000827,Southwark 021,481624.5,462037.5,6.249891304,151612380.7,123.0,134.0,9,4321.321679,21.9939027,75.83699606666666
E02000828,Southwark 022,438213.0,416375.0,6.082037037,81533641.44,198.0,127.0,3,4793.011539,22.07884765,68.8576737475
E02000829,Southwark 023,516405.5,507500.0,5.992920354,64868301.3,97.0,112.0,2,5161.052042,36.5245568,76.187523286
E02000830,Southwark 024,649490.5,531250.0,6.029830508,49910938.71,91.0,116.0,2,5113.605412,29.80871882,89.034276224
E02000831,Southwark 025,641902.5,575000.0,5.876893204,28405153.49,115.0,110.0,5,5386.792956,22.93574439,93.28955101599999
E02000832,Southwark 026,526587.25,475000.0,5.84044586,15839482.6,70.0,105.0,3,5981.100217,36.5245568,70.964226678
E02000833,Southwark 027,450127.0,395617.5,5.908050847,24882651.68,61.0,101.0,2,5916.023435,47.7418568,72.9864406
E02000834,Southwark 028,648707.0,552375.0,5.791979167,28513744.68,74.0,105.0,4,6466.911404,27.02084486,106.74792966
E02000835,Southwark 029,589774.0,505226.25,5.642738095,9136415.452,52.0,94.0,5,7102.209331,65.81117278,93.58134842000001
E02000836,Southwark 030,728599.75,642812.5,5.76060241,23568215.89,62.0,102.0,3,6749.118058,27.02084486,114.3761178
E02000837,Southwark 031,1301532.75,1137625.0,5.747751938,58490769.49,80.0,104.0,6,7325.889458,63.39093382,104.06105798000002
E02000838,Southwark 032,586498.5,515375.0,5.6471875,76938126.25,57.0,100.0,2,7595.647027,43.41005167,96.193504074
E02000839,Southwark 033,663375.75,488500.0,5.360616114,49929438.94,73.0,94.0,6,8992.888508,70.95844082,66.606580912
E02000840,Sutton 001,323106.75,330375.0,4.510974026,11541643.71,57.0,83.0,1,15201.77903,51.27011829,75.359313384
E02000841,Sutton 002,324672.75,336250.0,4.450740741,20857623.17,66.0,86.0,2,16053.76152,35.43898372,80.619710546
E02000842,Sutton 003,414279.0,423187.25,4.316212121,23324949.52,63.0,86.0,3,17039.05885,37.72017517,83.704730424
E02000843,Sutton 004,323130.0,304375.0,4.342242424,15867229.88,56.0,80.0,4,15948.32199,51.27011829,58.989649478000004
E02000844,Sutton 005,343234.0,348737.5,4.347764706,10641374.85,51.0,83.0,5,16313.56552,37.84440625,76.183324574
E02000845,Sutton 006,438461.75,422981.25,4.070787402,8162757.528,43.0,77.0,3,18145.08248,43.08292906,75.915485722
E02000846,Sutton 007,383249.5,393437.5,4.300564516,26072981.64,45.0,83.0,2,16920.6713,43.88210765,79.3519483725
E02000847,Sutton 008,446996.75,423187.5,4.13326087,7177025.681,32.0,80.0,2,18332.47764,43.08292906,75.02658219
E02000848,Sutton 009,436585.5,447687.5,4.161808511,11009207.24,52.0,81.0,3,18300.68311,37.72017517,81.339752476
E02000849,Sutton 010,370888.75,382187.5,4.259213483,17791000.46,43.0,85.0,3,16733.30979,43.19808594,76.150053022
E02000850,Sutton 011,376333.0,376250.0,4.314007353,11834405.31,61.0,80.0,4,15726.2645,44.72224332,79.23226547
E02000851,Sutton 012,322623.5,329250.0,4.16741573,12739206.12,211.0,86.0,4,17849.31819,22.37473952,62.988969616
E02000852,Sutton 013,387147.75,388812.5,4.177426471,13029491.23,36.0,80.0,0,17502.52871,48.39532757,86.84884115
E02000853,Sutton 014,385284.25,383375.0,4.136491228,9121224.0,40.0,83.0,4,18272.55063,44.62884769,79.945968222
E02000854,Sutton 015,448021.75,419062.5,4.183287671,17749546.86,60.0,82.0,5,17596.87842,48.39532757,86.51732576399999
E02000855,Sutton 016,530188.0,527243.75,4.010071429,8379025.379,42.0,80.0,2,19454.22055,58.12426426,81.542242488
E02000856,Sutton 017,362283.75,310125.0,4.107522124,15251362.09,68.0,82.0,1,17877.7941,40.53217934,84.545163512
E02000857,Sutton 018,331647.5,299568.75,4.006058394,6672702.0,41.0,79.0,3,18974.36411,44.62884769,59.315933766
E02000858,Sutton 019,313317.5,267375.0,4.072380952,7798094.494,68.0,78.0,6,17831.46842,57.05487419,46.749368796
E02000859,Sutton 020,409335.0,342250.0,4.023951613,14836823.3,43.0,80.0,3,18478.83608,40.53217934,75.471458946
E02000860,Sutton 021,306121.75,285187.5,3.93264,5214396.032,37.0,75.0,2,19153.46078,41.75890645,52.511990495999996
E02000861,Sutton 022,657328.5,634625.0,3.933795181,3971155.03,28.0,74.0,2,19398.31297,78.76347428,82.157224416
E02000863,Sutton 024,507229.25,508125.0,3.824277457,4862470.439,39.0,69.0,4,20065.49464,57.05487419,70.51022179
E02000864,Tower Hamlets 001,431166.75,413125.0,5.762905405,22818586.32,94.0,116.0,1,5128.973577,42.29842661,45.22039882
E02000865,Tower Hamlets 002,488124.75,472500.0,6.032527473,63697811.75,116.0,125.0,7,3252.375638,28.24459759,67.403858105
E02000866,Tower Hamlets 003,717388.75,655000.0,5.902626263,89833863.01,160.0,110.0,3,4150.886906,56.98261571,81.159743814
E02000867,Tower Hamlets 004,462871.5,422250.0,5.77780303,118634295.1,84.0,137.0,5,5141.894014,42.29842661,45.86234215333334
E02000868,Tower Hamlets 005,580418.5,552562.5,6.061904762,40956746.17,111.0,123.0,3,2711.456355,28.24459759,65.7400747975
E02000869,Tower Hamlets 006,693670.5,631125.0,6.158571429,60352180.89,155.0,127.0,2,2086.963529,28.04739294,74.59392414
E02000870,Tower Hamlets 007,530359.0,463349.5,6.027926829,44651357.54,89.0,122.0,3,3335.518401,33.67388376,74.1129722025
E02000871,Tower Hamlets 008,378532.75,360000.0,5.7044,53271244.36,79.0,142.0,4,5552.5904,22.32402485,53.627201312
E02000872,Tower Hamlets 009,668999.0,650981.25,6.177849462,51459261.26,188.0,124.0,5,1920.568574,28.04739294,65.3721403775
E02000873,Tower Hamlets 010,540143.0,593250.0,5.990833333,90659271.29,85.0,118.0,2,3658.128349,33.67388376,51.76487949
E02000874,Tower Hamlets 011,540590.5,463531.25,6.077727273,30808228.41,91.0,123.0,2,2936.639002,33.67388376,70.34057633
E02000875,Tower Hamlets 012,405480.5,392934.5,5.780444444,31373869.93,84.0,107.0,2,4932.808695,26.88315843,49.290221288
E02000876,Tower Hamlets 013,452310.0,442875.0,6.143838384,127330608.9,173.0,122.0,4,2457.985839,28.24459759,66.5776671075
E02000877,Tower Hamlets 014,441662.5,468000.0,5.89256,27465102.77,106.0,111.0,6,4340.23438,39.23621723,45.558762603999995
E02000878,Tower Hamlets 015,697419.75,566250.0,6.230672269,156031716.4,257.0,146.0,6,1499.365644,16.51812906,62.59686165200001
E02000879,Tower Hamlets 016,468891.75,429375.0,6.070487805,120097637.4,73.0,116.0,1,3064.261104,33.08657365,63.640406325
E02000880,Tower Hamlets 017,507889.5,493749.0,6.15375,121451281.8,143.0,122.0,5,2527.860202,33.08657365,68.45729699
E02000881,Tower Hamlets 018,378563.75,368495.25,5.635258621,39660449.66,79.0,129.0,2,5808.08146,28.39684411,46.6633809125
E02000882,Tower Hamlets 019,413496.5,400687.5,6.022835821,94030448.41,74.0,111.0,6,3640.108919,30.38930516,48.743527805
E02000883,Tower Hamlets 020,370303.25,373625.0,5.724807692,205386288.4,100.0,134.0,5,5466.080167,28.39684411,46.8596705925
E02000884,Tower Hamlets 021,754287.0,715918.75,6.167518889,191329432.8,116.0,167.0,11,1780.167157,14.00824077,57.71649403800001
E02000885,Tower Hamlets 022,374021.5,360059.5,6.092957746,28853178.77,70.0,132.0,6,2700.290242,20.67339742,54.9449204325
E02000886,Tower Hamlets 023,471032.25,437900.5,5.904159292,160051796.1,79.0,140.0,3,4216.896563,46.45028602,46.27970112
E02000887,Tower Hamlets 024,376727.75,377754.75,5.822333333,84178262.84,79.0,122.0,1,4946.525013,39.23621723,56.647049985
E02000888,Tower Hamlets 025,568866.5,503784.75,6.049217391,53395184.48,74.0,146.0,3,3088.972973,20.67339742,46.528597914
E02000889,Tower Hamlets 026,730064.5,697731.25,6.097166667,26241347.53,72.0,140.0,3,2104.36912,50.14327114,43.7708478825
E02000890,Tower Hamlets 027,931444.5,700500.0,6.069277108,51238578.6,91.0,120.0,2,2063.530432,50.14327114,62.82488084333334
E02000891,Tower Hamlets 028,567189.75,519822.5,5.536016598,68333617.29,74.0,129.0,3,5987.083332,49.40826908,27.60750857875
E02000893,Tower Hamlets 030,529329.75,484937.5,5.17125,1944442.125,49.0,94.0,6,6325.363128,58.8302588,46.042300495
E02000894,Tower Hamlets 031,478795.75,452375.0,5.180581395,2370466.047,35.0,93.0,2,5726.20863,58.8302588,35.25434745333333
E02000895,Waltham Forest 001,429246.25,430000.0,4.090625,10082888.57,69.0,79.0,3,14547.46169,68.80014117,75.139113234
E02000896,Waltham Forest 002,492269.5,458248.75,4.067086093,5684855.662,63.0,73.0,4,14943.02115,68.80014117,80.57618993
E02000897,Waltham Forest 003,423688.25,407500.0,4.234967742,15487401.96,68.0,82.0,4,13620.56436,58.31545198,79.33531402999999
E02000898,Waltham Forest 004,436313.0,449000.0,4.271369863,5946261.397,57.0,81.0,0,12986.79,51.16208366,71.775270716
E02000899,Waltham Forest 005,409011.0,427437.5,4.361544715,16298506.87,89.0,86.0,3,12634.67535,40.19393586,84.87234443
E02000900,Waltham Forest 006,364878.75,397250.0,4.451677852,19430956.7,151.0,109.0,1,11700.68262,40.19393586,72.07621120600001
E02000901,Waltham Forest 007,508587.0,506936.25,4.434671053,6252956.546,64.0,89.0,4,12315.3237,59.50872382,84.32944812833334
E02000902,Waltham Forest 008,374648.75,386375.0,4.537636364,27150930.35,68.0,102.0,5,11409.77052,51.16208366,80.973016654
E02000903,Waltham Forest 009,431869.75,433125.0,4.682529412,7285027.065,63.0,91.0,5,10425.44952,64.60679763,84.160178392
E02000904,Waltham Forest 010,464534.75,467156.25,4.653595506,43265155.78,74.0,102.0,4,11252.20844,45.35882994,93.78127918749999
E02000905,Waltham Forest 011,518751.0,508125.0,4.746521739,34951225.58,75.0,93.0,2,10175.70136,28.34114035,101.093045424
E02000906,Waltham Forest 012,461896.5,441862.5,4.896756757,56918612.14,56.0,91.0,2,9541.712491,28.34114035,99.228246816
